sku,price,product_name,product_name_ar
S1736,116.0,DETTOL SHOWER GEL FRESH 250 ML,ديتول شاور جيل فريش 250 مل
S1737,116.0,DETTOL SHOWER GEL NOURISH 250 ML,ديتول شاور جيل نوريش المغذى 250 مل
S1738,116.0,DETTOL SHOWER GEL SKINCARE 250 ML,ديتول شاور جيل عناية بشره 250 مل
S1739,22.0,DETTOL SOAP ACTIVE 90 G,ديتول صابون أكتف 90 جم
S1740,12.0,DETTOL SOAP COOL 125 G,ديتول صابون كووول 125جم
S1741,25.0,DETTOL SOAP COOL 165 G,ديتول صابون كوول 165جرام
S1742,15.0,DETTOL SOAP COOL 85 G,ديتول صابون كووول85جم
S1744,22.0,DETTOL SOAP FRESH 90 G,ديتول صابون فريش 90 جم
S1745,12.0,DETTOL SOAP ORIGINAL 125 G,ديتول صابون أصلى 125جم
S1746,25.0,DETTOL SOAP ORIGINAL 165 G,ديتول صابون اصلى 165جرام
S1747,8.0,DETTOL SOAP ORIGINAL 60 G,ديتول صابون أصلى 60 جرام
S1748,22.0,DETTOL SOAP REGULAR 90 G,ديتول صابون عادي 90 جم
S1749,12.0,DETTOL SOAP REVITALIZE 125 G,ديتول صابون جدد نشاطك 125جم
S1750,25.0,DETTOL SOAP REVITALIZE 165 G,ديتول صابون جدد نشاطك الحيوية 165جرام
S1751,8.0,DETTOL SOAP REVITALIZE 60 G,ديتول صابون جدد نشاطك 60 جرام
S1752,15.0,DETTOL SOAP REVITALIZE 85 G,ديتول صابون جدد نشاطك 85جم
S1753,12.0,DETTOL SOAP SKINCARE 125 G,ديتول صابون عناية بشرة 125جم
S1754,25.0,DETTOL SOAP SKINCARE 165 G,ديتول صابون عناية بشرة 165جرام
S1755,22.0,DETTOL SOAP SKINCARE 90 G,ديتول صابون عناية بالبشرة 90 جم
S1756,60.0,DETTOL SPRAY CRISP BLUE 225 ML,ديتول سبراى كريسب ازرق225مل
S1757,102.0,DETTOL SPRAY CRISP BLUE 450 ML,ديتول سبراى كريسب ازرق450مل
S1758,60.0,DETTOL SPRAY FRESH GREEN 225 ML,ديتول سبراىفريش اخضر225 مل
S1759,102.0,DETTOL SPRAY FRESH GREEN 450 ML,ديتول سبراىفريش اخضر450مل
S1760,52.0,DETTOL WIPES 10 FRESH,ديتول مناديل 10 فريش
S1761,52.0,DETTOL WIPES 10 ORIGINAL,ديتول مناديل 10 الأصلي
S1762,52.0,DETTOL WIPES 10 SKINCARE,ديتول مناديل 10 عناية للبشرة
S1763,95.0,DETTOL WIPES 20 ORIGINAL,ديتول مناديل 20 الأصلي
S1764,165.0,DETTOL WIPES 40 ORIGINAL,ديتول مناديل 40 الأصلي
S1765,220.0,DOVE 21 ANTI HAIR FALL SHAMPOO 400ML,دوف شامبو 21 ضد تساقط الشعر 400 مل
S1766,380.0,DOVE ADV CARE BEAUTY STICK 48H 74G,دوف مزيل العرق ادفانسد كير المضاد للتعرق 74 جم
S1767,380.0,DOVE ADV CARE STICK SENSITIVE SKIN 74G,دو? مزيل العرق أدفانسد كير للبشرة الحساسة 74 جم
S1768,380.0,DOVE ADVANCED CARE DEO 74GM,دوف مزيل العرق ادفانسد كير المضاد للتعرق 74 جم
S1769,380.0,DOVE ADVANCED CARE DEODORANT 74G,دوف مزيل العرق عناية متطورة 74 جم
S1770,1.0,DOVE ADVANCED CARE RESTORE DEODRANT 73G,دوف مزيل العرق أدفانسد كير 74 جم
S1771,380.0,DOVE ADVANCED CARE STICK 74G,دو? مزيل العرق أدفانسد كير غو فريش ريجنوفيتنغ 74 جم
S1772,350.0,DOVE ALOE VERA & KIWI BODY SCRUB 225 ML,دوف مقشر للجسم بخلاصة الصبار والكيوي 225 مل
S1773,113.0,DOVE ANTI-BACTERIAL HAND CREAM 75ML,دوف كير آند بروتكت كريم المضاد للبكتيريا للأيدي 75 مل
S1774,85.0,DOVE ANTI-HAIR LOSS SHAMPOO 350ML,دوف شامبو علاج تساقط الشعر 350مل
S1775,350.0,DOVE ANTIPERSPIRANT DEODORANT ORIGINAL 150 ML,دوف بخاخ مزيل عرق الاصلي 150 مل
S1776,350.0,DOVE ANTIPERSPIRANT DEODORANT SILK SOFT 40ML,دوف سيلك مزيل مضاد للعرق سوفت فيل 40 مل
S1777,350.0,DOVE ANTI-PERSPIRANT STICK PEAR ALOE 40ML,دوف ستيك مضاد للتعرق كمثرى وخلاصة الصبار ، 40 مل
S1778,350.0,DOVE APPLE AND WHITE VERA DEODORANT STICK 40ML,دوف مزيل العرق برائحة التفاح والبيض ، 40 مل
S1779,1.0,DOVE AVOCADO & CALENDULA SHAMPOO 600ML,دوف شامبو روتين الشعر القوي بزيت الأفوكادو و خلاصة الأذريون 600 مل
S1780,1.0,DOVE AVOCADO SHAMPOO 400ML,دوف شامبو بزيت الأفوكادو وخلاصة الأذريون 400 مل
S1781,1.0,DOVE AVOCADO STRENGTHENING COND 350ML,دوف بلسم بزيت الأفوكادو وخلاصة الأذريون 350 مل
S1782,31.0,DOVE BAR ORIGINAL 100 GM,دوف صابون الاصلى 100 جم
S1783,31.0,DOVE BAR PINK 100 GM,دوف صابون الجمال 100 جم
S1784,31.0,DOVE BAR SOAP WHITE 100G,دوف صابون الاصلى 100 جم
S1785,90.0,DOVE BEAUTY CREAM 150 ML 15% OFF,دوف كريم الجمال150مل خصم15%
S1786,65.0,DOVE BEAUTY CREAM 75 ML,دوف كريم الجمال 75 مل
S1787,1.0,DOVE BEAUTY CREAM BAR SOAP 135 G,دوف صابون بيوتي كريم بار 135 جم
S1788,30.0,DOVE BEAUTY CREAM BAR SOAP 90 G,دوف صابون قالب كريم الجمال 90 جرام
S1789,1.0,DOVE BEAUTY CREAM INTENSIVE BODY CARE 150ML,دو? كريم مركز للجسم 150 مل
S1790,50.0,DOVE BEAUTY MOISTURIZING BODY CREAM 75 ML,دوف كريم بيوتي المرطب للجسم 75 مل
S1791,43.0,DOVE BODY LOTION REFRESHING IMPORTED 250ML,دوف بادى لوشن منعش250مل مستورد
S1792,1.0,DOVE BODY LOTION VERY DRY SKIN 250ML,دوف بادي لوشن بشره شديدة الجفاف 250 مل
S1793,1.0,DOVE BODY LOVE GLOWING CARE BODY LOTION 250ML,دوف لوشن الجسم الحريري المغذي طقوس متوهجة 250 مل
S1794,65.0,DOVE BODY SPRAY BEAUTY FINISH 150ML,دوف اسبراى 150مل بيوتى فينش
S1795,26.0,DOVE BODY SPRAY CUCUMBER 169ML,دوف اسبراى 169 مل خيار
S1796,165.0,DOVE BODY SPRAY INVISIBLE 150ML,دوف اسبراى 150مل شفاف
S1797,100.0,DOVE BODY WASH CUCUMBER & GREEN TEA 500ML,دوف غسول جسم برائحة الخيار والشاي الأخضر 500 مل
S1798,100.0,DOVE BODY WASH DEEPLY NOURISHING 500 ML,دوف غسول جسم مغذي بعمق 500 مل
S1799,100.0,DOVE BODY WASH PISTACHIO CREAM MAGNOLIA 500ML,دوف غسول جسم كريمة الفستق والماغنوليا 500 مل
S1800,100.0,DOVE BODY WASH SHEA BUTTER & VANILLA 500 ML,دوف غسول جسم زبدة الشيا والفانيليا 500 مل
S1801,380.0,DOVE CARE DEO STICK BEAUTY FINISH 74G,دو? مزيل العرق أدفانسد كير ديو بيوتي فِنِش 74 جم
S1802,380.0,DOVE CARE PLUM EXTRACT ROLL ON 74G,دوف رول اون بخلاصة البرقوق 74 جم
S1803,90.0,DOVE CARE&PROTECT HAND WASH 500ML,دوف صابون سائل لليدين للترطيب العميق ، 500 مل
S1804,100.0,DOVE CARING PROTECTION SHOWER GEL 500ML,دوف شاور جل حمايه 500 مل
S1805,1.0,DOVE COCONUT & JASMINE ROLL-ON 50ML,دوف مزيل عرق رول اون برائحه جوز الهند و الياسمين للنساء 50 مل
S1806,173.0,DOVE COCONUT JASMINE ANTIPERSPIRANT 40ML,دوف مزيل العرق صلب بجوز الهند وزهرة الياسمين ، 40 مل
S1807,165.0,DOVE COCONUT JASMINE SPRAY PROMO 150ML,دوف للنساء سبراي مزيل العرق و المضاد للتعرق بجوز الهند والياسمين 150 مل
S1808,100.0,DOVE COCONUT MILK SHOWER GEL 500ML,دوف جل استحمام بحليب جوز الهند ببتلات الياسمين 500 مل
S1809,118.0,DOVE CONDITIONER DAILY CARE 350 ML,دوف بلسم عناية يومية 350 مل
S1810,24.0,DOVE CONDITIONER FOR DRY AND COARSE HAIR 400ML,دوف بلسم400مل للشعرالجاف1لخشن
S1811,118.0,DOVE CONDITIONER FOR HAIR FALL 350 ML,دو? بلسم لمعالجة تساقط الشعر 350 مل
S1812,118.0,DOVE CONDITIONER FOR SPLIT ENDS 350ML,دوف بلسم 350 مل للشعر المتقصف
S1813,118.0,DOVE CONDITIONER INTENSIVE 350 ML,دوف بلسم اصلاح الشعر التالف 350 مل
S1814,118.0,DOVE CONDITIONER NOURISHING OIL 350 ML,دوف بلسم العناية بالزيت 350 مل
S1815,150.0,DOVE CUCUMBER&GREEN TEA DEODORANT 250ML,دوف مزيل عرق خيار و الشاي الاخضر، 250 مل
S1816,74.0,DOVE DAILY CARE SHAMPOO 200ML,دوف شامبو للعناية اليومية ، 200 مل
S1817,118.0,DOVE DAILY CARE SHAMPOO FOR DRY HAIR 350ML,دوف شامبو للعناية اليومية للشعر الجاف 350 مل
S1818,90.0,DOVE DAMAGE REPAIR SHAMPOO 350ML,دوف شامبو لاصلاح التلف 350مل
S1819,1.0,DOVE DAMAGE REPAIR SHAMPOO 400ML,دوف شامبو لاصلاح التلف 400 مل
S1820,150.0,DOVE DARK MARK CORRECTOR 40ML,دوف ألتيميت ريبير دارك مارك كوريكتور فريش ليلي ، 40 مل
S1821,150.0,DOVE DEO CLEAN COMFORT DEODRANT 250ML,دوف مزيل عرق نظافة وراحة للرجال، 250مل
S1822,90.0,DOVE DEO COCONUT & JASMINE 150ML,دوف بخاخ مزيل عرق برائحة جوز الهند وزهرة الياسمين 150 مل
S1823,1.0,DOVE DEO INVISIBLE DRY ANTI-PERSPIRANT 150 ML,دوف مزيل للعرق غير مرئي 150 مل
S1824,1.0,DOVE DEO ORIGINAL ANTI-PERSPIRANT 150 ML,دوف مزيل للعرق الاصلي 150 مل
S1825,220.0,DOVE DEO PEARS & ALOE VERA SCENT DEODORANT 250ML,دوف مزيل عرق الكمثرى و الالوفيرا، 250 مل
S1826,85.0,DOVE DEO ROLL ON POMEGRANATE 50ML,دوف للنساء رول أون مزيل العرق المضاد للتعرق برائحة الرمان 50 مل
S1827,150.0,"DOVE DEO SPORT ACTIVE FRESH DEODRANT, 250ML",دوف مزيل عرق رياضة فعالية و انتعاش للرجال، 250مل
S1828,350.0,DOVE DEO STICK POWDER SOFT 40G,دوف بودرة ناعمة مضادة للعرق 40 جم
S1829,1.0,DOVE DEODORANT & BAR PROMO 150ML,دوف مزيل عرق سبراى بجوز الهند و الياسمين 150مل + صابونة دوف 100جم
S1830,1.0,DOVE DEODORANT GO FRESH POWDER SOFT 250ML,دوف جو فريش ستيت ناعم مزيل العرق 6x250 مل
S1831,1.0,DOVE DEODORANT ROLL ON GO FRESH 50 ML,دوف مزيل العرق رول اون جو منعش 50 مل
S1832,220.0,DOVE DEODORANT SPRAY SENSITIVE 250ML,دوف سبراي مزيل العرق للبشرة الحساسة 250 مل
S1833,175.0,DOVE EXTRA FRESH MEN DEO SPRAY 250ML,دوف مزيل العرق العناية للرجال انتعاش زائد، 250 مل
S1834,130.0,DOVE FRESH STICK CUCUMBER 40ML,دوف ستيك جو فريش 40 ملى
S1835,1.0,DOVE GLOWING RITUAL HAND WASH 500ML,دوف صابون غسول اليدين 500 مل
S1836,1.0,DOVE GLOWING RITUAL LOTUS HAND WASH 500ML,دوف جلوينج ريتوال غسول لوتس لليدين 500 مل
S1837,220.0,DOVE GO FRESH APPLE DEO SPRAY 250ML,دوف مزيل عرق التفاح والشاي الابيض، 250 مل
S1838,210.0,DOVE GO FRESH CUCUMBER SPRAY 250ML,دوف جو فريش بخاخ مزيل للعرق برائحة الخيار والشاي الأخضر 250 مل
S1839,1.0,DOVE GO FRESH MOISTURISING DEODORANT 50ML,دوف جو فريش مزيل عرق للنساء مرطب 50 مل
S1840,1.0,DOVE GO FRESH POMEGRANATE BODY WASH 500 ML,دوف غسول الجسم جو فريش بالرمان 500 مل
S1841,1.0,DOVE GO FRESH POMEGRANATE SPRAY 150ML,دوف جو فريش مزيل عرق للنساء بالرمان
S1842,1.0,DOVE GO FRESH REVIVE DEO 40G,دوف جو فريش ريفايف برائحة الرمان والليمون 48 ساعة ، 40 جم
S1843,1.0,DOVE GO FRESH SPRAY GRAPEFRUIT WOMEN 250ML,دوف جو فريش سبراي مزيل العرق بالجريب فروت 250 مل
S1844,175.0,"DOVE GO FRESH WOMEN SPRAY, 250ML",دوف مزيل عرق عناية خفية لمسة الزهور، 250 مل
S1845,210.0,DOVE GREEN TEA DEO SPRAY 250ML,دوف مزيل العرق بخاخ الشاي الاخضر وزهر الساكورا، 250 مل
S1846,1.0,DOVE HAIR FALL RESCUE OIL REPLACEMENT 300 ML,دوف بديل الزيت لعلاج تساقط الشعر ا 300 مل
S1847,1.0,DOVE HAIR FALL RESCUE SHAMPOO 600ML,دوف شامبو لمنع تساقط الشعر للشعر الضعيف والهش 600 مل
S1848,1.0,"DOVE HAIR FALL SHAMPOO, 350ML",دوف شامبو لتساقط الشعر ، 350 مل
S1849,55.0,DOVE HAIR OIL REPLACEMENT DAMAGED HAIR 350ML,دوف بديل الزيت 350 مل شعر تالف
S1850,55.0,DOVE HAIR OIL REPLACEMENT DRY HAIR 350ML,دوف بديل الزيت 350 مل شعر جاف
S1851,55.0,DOVE HAIR OIL REPLACEMENT HAIR FALL 350ML,دوف بديل الزيت 350مل شعر متساقط
S1852,1.0,DOVE HAND CREAM AVOCADO 75 ML,دوف كريم اليدين بالافوكادو 75 مل
S1853,40.0,DOVE HAND WASH 450ML,دوف هاند وش 450 مل
S1854,78.0,DOVE HAND WASH AVOCADO 500 ML,دوف هاند ووش افوكادو 500مل
S1855,1.0,DOVE HAND WASH AVOCADO DOGMA 500ML,دوف غسول اليدين روتين الحيوية بزيت الأفوكادو وخلاصة نبات البكورية 500 مل
S1856,78.0,DOVE HAND WASH CARE & PROTECT MOISTURIZING 500 ML,دوف هاند ووش عنايه وحمايه مرطب 500مل
S1857,1.0,DOVE HAND WASH CARE&PROTECT FRESH 500ML,دوف غسول اليدين عناية و حماية منعشة 500 مل
S1858,1.0,DOVE HAND WASH COCONUT & ALMOND MILK 500ML,دوف صابون اليد ريتشوال مع زيت جوز الهند و حليب اللوز 500 مل
S1859,78.0,DOVE HAND WASH LOTUS FLOWER 500 ML,دوف هاند ووش زهره لوتس 500مل
S1860,1.0,DOVE INTENSE CARE BODY LOTION 250ML,دوف لوشن العناية المركزة للجسم 250 مل
S1861,1.0,DOVE INTENSIVE CARE CREAM 75ML,دوف كريم مركز 75 مل
S1862,1.0,DOVE INTENSIVE CREAM 150 ML 15% OFF,دوف كريم مركز 150مل خصم 15%
S1863,65.0,DOVE INTENSIVE CREAM 75 ML,دوف كريم مرطب ومغذي للبشره 75 مل
S1864,1.0,DOVE INTENSIVE REPAIR HAIR OIL 300ML,دوف بديل الزيت اصلاح مكثف للشعر 300 مل
S1865,1.0,"DOVE INTENSIVE REPAIR SHAMPOO, 200ML",دوف شامبو الإصلاح المكثف، 200 مل
S1866,1.0,"DOVE INTENSIVE REPAIR SHAMPOO, 400ML",دوف شامبو الاصلاح المركز 400 مل
S1867,1.0,DOVE INVIGORATING BODY LOTION 250ML,دوف لوشن تنشيط الطقوس بزيت الأفوكادو وآذريون 250 مل
S1868,1.0,DOVE INVISIBLE CARE ANTI-PERSPIRANT STICK 40ML,دوف إنفيزيبل كير ستيك مضاد للتعرق ، 40 مل
S1869,1.0,DOVE INVISIBLE DRY ANTIPERSPIRANT 150ML,دو? مزيل العرق المضاد للتعرق جاف وخفي، 150 مل
S1870,220.0,DOVE INVISIBLE DRY DEO SPRAY 250ML,دوف مزيل عرق بخاخ 250 مل
S1871,1.0,DOVE INVISIBLE DRY DEODORANT ROLL ON 50ML,دوف مضاد للعرق رول اون انفيزيبل دراي للنساء 50 مل
S1872,110.0,DOVE INVISIBLE DRY ROLL-ON 50ML,دوف رول أون كريم مرطب للبشرة الجافة ، 50 مل
S1873,1.0,"DOVE JASMINE COCONUT WOMEN DEO, 250ML",دوف مزيل عرق برائحة جوز الهند وزهرة الياسمين، 250مل
S13905,120.0,Carefree Cotton Feel Perfume Free Panty Liners Normal Size 100 Pieces,كيرفري فوط يومية بدون عطر مقاس عادي 100 قطعة
S1874,1.0,DOVE LAVENDER & ROSEMARY SHAMPOO 600ML,دوف شامبو روتين الشعر الكثيف بزيت الخزامي و خلاصة اكليل الجبل 600 مل
S1875,1.0,DOVE LOTUS FLOWER BODY WASH 500 ML,دوف غسول الجسم ريتشوال بخلاصة زهرة اللوتس وحليب الارز 500مل
S1876,1.0,DOVE NATURAL SHAMPOO COCONUT 600ML,دوف شامبو بجوزالهند لتغذية الشعر600 مل عرض
S1877,1.0,"DOVE NOURISHING BODY CARE BEAUTY CREAM, 150ML",دوف بيوتي كريم 150 مل
S1878,1.0,DOVE NOURISHING DEEP CARE LOTION 250ML,دوف لوشن الجسم بزبدة الشيا ??? مل
S1879,1.0,DOVE NOURISHING OIL CARE OIL REPLACEMENT 300ML,دوف بديل الزيت بعنايه الزيوت المغذيه 300 مل
S1880,1.0,DOVE NOURISHING OIL CARE SHAMPOO 200 ML,دوف شامبو عناية الزيت المغذي 200 مل
S1881,1.0,DOVE NOURISHING OIL CARE SHAMPOO 400 ML,دوف شامبو بالزيوت المغذيه للعنايه بالشعر 400 مل
S1882,1.0,DOVE NOURISHING OIL CARE SHAMPOO 600ML,دوف شامبو عنايه الزيت المغذي للنساء 600 مل
S1883,1.0,DOVE NOURISHING OIL SHAMPOO 350ML,دوف شامبو عناية الزيت المغذي للشعر الجاف والمتطاير 350 مل
S1884,1.0,DOVE NOURISHING OIL SHAMPOO 400ML,دوف شامبو عناية الزيت المغذي للشعر الجاف والمتطاير ، 400 مل
S1885,1.0,DOVE NUTRITIVE DAILY CARE SHAMPOO 400ML,دوف شامبو مغذي للعناية اليومية 400 مل
S1886,1.0,DOVE ORIGINAL ANTIPERSPIRANT CREAM 40G,دوف أوريجينال ستيك مانع للعرق 40 جم
S1887,220.0,DOVE ORIGINAL ANTIPERSPIRANT CREAM 50ML,دوف ديو رول كريم الاصلي 50 مل
S1888,160.0,DOVE ORIGINAL DEO SPRAY 150ML,دوف للنساء سبراي مزيل العرق و المضاد للتعرق اوريجنال 150 مل
S1889,1.0,DOVE ORIGINAL DEODRANT 40G,دوف اوريجينال مزيل عرق 40 جم
S1890,1.0,DOVE ORIGINAL SPRAY 150 ML,دوف بخاخ اوريجينال 150 مل
S1891,31.0,DOVE PINK BEAUTY CREAM SOAP 90 GM,دوف بينك بيوتي صابونة كريمية 90 جم
S1892,128.0,DOVE POMEGRANATE DEO SPRAY 150ML,دوف للنساء سبراي مزيل العرق المضاد للتعرق برائحة الرمان 150 مل
S1893,220.0,DOVE POMEGRANATE DEODORANT 250ML,دوف مزيل عرق برائحة الرمان و زهرة الليمون، 250مل
S2229,86.0,ESSIE NAIL POLISH 486,إيسي طلاء أظافر 486
S1894,1.0,DOVE POMEGRANATE SPRAY & BAR PROMO 150ML,دوف مزيل عرق سبراى بالرمان150مل + صابونة دوف 100جم عرض
S1895,1.0,DOVE REPAIRING RITUAL COCONUT CONDITIONER 350ML,دوف بلسم ريبيرنج بجوز الهند ، 350 مل
S1896,1.0,DOVE ROLL ON INVISIBLE DRY 50 ML,دوف مزيل غير مرئي 50 مل 25% خصم
S1897,1.0,DOVE ROLL ON INVISIBLE DRY 50ML,دوف رول اون غير مرئي للتجفيف 50 مل
S1898,37.0,DOVE ROLL-ON BEAUTY FINISH 50ML,دوف رول اون بيوتى فينش 50مل
S1899,24.0,DOVE ROLL-ON CUCUMBER 50ML,دوف رول اون خيار 50 مل
S1900,85.0,DOVE ROLL-ON FRESH POMEGRANATE 50ML,دوف رول اون فريش رومان50 مل
S1901,16.0,DOVE ROLL-ON LEMON 50ML,دوف رول اون ليمون 50 مل
S1902,52.0,DOVE ROLL-ON ORIGINAL 50ML,دوف مزيل الأصلى 50 مل
S1903,85.0,DOVE ROLL-ON ORIGINAL 50ML,دوف رول اون أصلى50 مل
S1904,1.0,DOVE ROLL-ON POMEGRANATE 50ML,دوف مزيل برائحة الرمان و زهرة الليمون 50 مل
S1905,24.0,DOVE ROLL-ON REGULAR 50ML,دوف رول اون عادى 50 مل
S1906,16.0,DOVE ROLL-ON SILK DRY 50ML,دوف رول اون سيلك دراى
S1907,1.0,DOVE RON COCO & JASMINE ANTI-PERSPIRANT 50 ML,دوف مزيل للعرق جوز الهند والياسمين 50 مل
S1908,1.0,DOVE SHAMPOO ANTI HAIRFALL 200ML PROMO,دوف شامبو حماية ضد تساقط الشعر 200 مل عرض
S1909,80.0,DOVE SHAMPOO ANTI-HAIR FALL 180ML,دوف شامبو ضد تساقط الشعر 180 مل
S1910,23.0,DOVE SHAMPOO ANTI-HAIR FALL 400ML,دوف شامبو لتساقط الشعر 400مل
S1911,80.0,DOVE SHAMPOO DAILY CARE 180ML,دوف شامبو عنايه يوميه 180مل
S1912,1.0,DOVE SHAMPOO DAILY CARE 200ML,دوف شامبو عناية يومية 200 مل
S1913,1.0,DOVE SHAMPOO DAILY CARE 200ML PROMO,دوف شامبو عناية يومية 200 مل عرض
S1914,52.0,DOVE SHAMPOO DAILY CARE 350ML,دوف شامبو عناية يومية 350مل
S1915,1.0,DOVE SHAMPOO DAILY CARE 600ML,دوف شامبو عناية يومية 600 مل
S1916,150.0,DOVE SHAMPOO DAILY CARE 600ML,دوف شامبو عناية يومية 600مل
S1917,123.0,DOVE SHAMPOO DAMAGE CARE ROUTINE WITH COCONUT OIL 400ML,دوف شامبو روتين العنايه بالتلف بزيت جوز الهند 400مل
S1918,35.0,DOVE SHAMPOO FOR COLORED HAIR 400ML,دوف شامبو للشعر المصبوغ 400 مل
S1919,30.0,DOVE SHAMPOO FOR DAMAGED HAIR 200ML,دوف شامبو للشعر التالف 200 مل
S1920,58.0,DOVE SHAMPOO FOR DAMAGED HAIR 700ML,دوف شامبو شعر تالف 700مل
S1921,118.0,DOVE SHAMPOO FOR DRY HAIR 400ML,دوف شامبو للشعر الجاف 400 مل
S1922,29.0,DOVE SHAMPOO FOR HAIR FALL 200ML,دوف شامبو للشعر المتساقط 200مل
S1923,150.0,DOVE SHAMPOO FOR HAIR FALL 600ML,دوف شامبو للشعر المتساقط 600 مل
S1924,12.0,DOVE SHAMPOO FOR NORMAL HAIR 200ML,دوف شامبو للشعر العادي 200مل
S1925,118.0,DOVE SHAMPOO FOR NORMAL HAIR 400ML,دوف شامبو للشعر العادى 400 مل
S1926,58.0,DOVE SHAMPOO FOR NORMAL HAIR 700ML,دوف شامبو شعر عادي 700مل
S1927,1.0,DOVE SHAMPOO FOR STRONG HAIR WITH AVOCADO 400ML,دوف شامبو روتين الشعر القوى 400 مل
S1928,1.0,DOVE SHAMPOO FOR THICK HAIR WITH LAVENDER 400ML,دوف شامبو روتين الشعر الكثيف 400 مل
S1929,58.0,DOVE SHAMPOO HAIR FALL 700ML,دوف شامبو تساقط شعر 700مل
S1930,1.0,DOVE SHAMPOO HAIRFALL PROTECTION 200ML,دوف شامبو ضد تساقط الشعر 200 مل
S1931,1.0,DOVE SHAMPOO HAIRFALL PROTECTION 400ML,دوف شامبو ضد تساقط الشعر 400 مل
S1932,1.0,DOVE SHAMPOO INTENSIVE REPAIR 200ML,دوف شامبو إصلاح مكثف 200 مل
S1933,1.0,DOVE SHAMPOO INTENSIVE REPAIR 400 ML,دوف شامبو إصلاح مكثف 400 مل
S1973,150.0,DRAKON FACE WHITENING SCRUB 50 GM,دراكون سكراب لتفتيح الوجة 50 جم
S1934,80.0,DOVE SHAMPOO INTENSIVE REPAIR FOR DAMAGED HAIR 180ML,دوف شامبو أصلاح مكثف شعر تالف 180مل
S1935,1.0,DOVE SHAMPOO INTENSIVE REPAIRE 200ML PROMO,دوف شامبو إصلاح مكثف 200 مل عرض
S1936,80.0,DOVE SHAMPOO NOURISHING OILS FOR DRY HAIR 180ML,دوف شامبو زيوت مغذيه للشعرالجاف 180مل
S1937,1.0,DOVE SHAMPOO NUTRI OILS 200ML PROMO,دوف شامبو عناية الزيوت المغذية 200 مل عرض
S1938,150.0,DOVE SHAMPOO REPAIR FOR DAMAGED HAIR 600ML,دوف شامبو معالج التلف600 مل
S1939,1.0,DOVE SHAMPOO REPAIR HAIR 400ML,دوف شامبو روتين العناية بالتلف 400 مل
S1940,123.0,DOVE SHAMPOO THICK HAIR ROUTINE WITH LAVENDER 400ML,دوف شامبو روتين الشعرالكثيف بالافندر 400مل
S1941,155.0,DOVE SHAMPOO WITH COCONUT OIL 600ML,دوف شامبو بزيت جوز الهند 600مل
S1942,155.0,DOVE SHAMPOO WITH LAVENDER 600ML,دوف شامبو بالافندر600مل
S1943,110.0,DOVE SHAMPOO WITH NOURISHING OILS 350ML,دوف شامبو بالزيوت المغذيه 350مل
S1944,1.0,DOVE SHAMPOO WITH NUTRIENT OILS 200ML,دوف شامبو بالزيوت المغذية للعناية بلشعر 200 مل
S1945,1.0,DOVE SHEA BUTTER & VANILLA HAND WASH 500ML,دوف غسول اليدين عناية و حماية يومية 500 مل
S1946,1.0,DOVE SHOWER GEL DEEPLY NOURISHING 500ML,دوف سائل استحمام مرطب 500 مل
S1947,1.0,DOVE SHOWER GEL INVIGORATING 500ML,دوف سائل استحمام مرطب 500 مل
S1948,43.0,DOVE SHOWER GEL REFRESHING WAVE NEW 250ML,دوف شاور 250مل موجة منعشة جديد
S1949,43.0,DOVE SHOWER GEL TOUCH OF FRESHNESS NEW 250ML,دوف شاور250مل لمسة انتعاش جديد
S1950,1.0,DOVE SHOWER MOISTURIZER FOR THE SKIN 250 ML,دوف شاور جل مرطب للبشره 250 مل
S1951,1.0,"DOVE SILK GLOW SHOWER GEL UNISEX BODY, 500ML",دوف جل الاستحمام سيلك جلو للجنسين 500 مل
S1952,1.0,DOVE SOAP BAR GENTLE EXFOLIATING 100GM,دوف صابون مقشر 100 جم
S1953,1.0,DOVE SOAP CREAM OIL 100 GM,دوف صابون كريم اويل 100جم
S1954,30.0,DOVE SOAP FOR SOFT SKIN 90 G,دوف صابون لبشره ناعمه الملمس 90 جرام
S1955,31.0,DOVE SOAP WHITE 90G,دوف صابون 90جم أبيض
S1956,1.0,DOVE SOAP WHITE BLANCO 100 G,دوف صابون ايدي ابيض 100 جم
S1957,175.0,"DOVE SPRAY COOL FRESH MEN DEO, 250ML",دوف مزيل عرق انتعاش وحيوية للرجال، 250مل
S1958,220.0,"DOVE SPRAY INVISIBLE DRY MEN DEO, 250ML",دوف مزيل عرق جاف وخفي للرجال، 250مل
S1959,1.0,DOVE SPRAY ORIGINAL 250 ML (NEW FORMULA),دوف سبراى اوريجينال 250 مل (تركيبة جديدة)
S1960,1.0,DOVE SPRAY ORIGINAL DEODORANT 250ML,دوف مزيل العرق اوريجينال سبراي 250 مل
S1961,110.0,DOVE SPRAY WITH COCONUT AND JASMINE 150 ML,دوف سبراي بجوز الهند والياسمين 150 مل
S1962,1.0,DOVE STICK DRY INVISIBLE 40ML,دوف ستيك انفيسبل دراى 40 ملى
S1963,1.0,DOVE STICK ORIGINAL 40 ML,دوف استيك اوريجينال 40 مل
S1964,1.0,"DOVE TALCO SHOWER GEL, 500ML",دوف شاور جل تالكو 500 مل
S1965,1.0,DOVE THICKENING RITUAL CONDITIONER 350ML,دوف بلسم روتين الشعر الكثيف بالخزامى 350 مل
