sku,price,product_name,product_name_ar
3091,80.0,STEVIA CASTELLO 60 SACHETS,ستيفيا سكر بودرة 60 كيس
2160,15.0,VISCERALGINE 5 MG/2 ML I.M./I.V. 3 AMP.,فيسرالجين 5 مجم/2 مل 3 امبول عضل أو وريد
3092,33.0,WELLNESS 20 TAB,ويلنس 20 قرص
2161,20.0,HYDRO-SAFE 10 SACHETS 4.2 GM,هيدروسيف 10 كيس
3093,44.0,ROYAL JELLY 600 MG 12 CAP,رويال جيلي 600 مجم 12 كبسول
2162,21.0,NIGHT CALM 1 MG 20 TAB,نايت كالم 1 مجم 20 قرص
3094,8.25,E MOX 1GM IM/IV VIAL,ايموكس 1 جم فيال
2163,131.0,SINGULAIR 5 MG 14 CHEWABLE TAB,سنجيولير 5 مجم 14قرص مضغٍ
3095,65.0,CHOLETIMB 10 MG 14 TAB,كوليتمب 10 مجم 14 قرص
2164,136.0,BACTICLOR 250 MG SUSP. 60 ML,بكتيكلور 250مجم/5مل شراب معلق 60 مل
3096,5.75,EPICOCILLIN 1 GM I.M/I.V VIAL.,ابيكوسيللين 1جم فيال
2165,220.5,ABILIFY 10 MG 10 TAB,ابيليفاى 10 مجم 10 قرص
3097,330.0,S-26 PROGRESS GOLD HMO MILK 400 GM,اس 26 بروجرس جولد اتش ام او لبن 400 جرام
2166,105.0,ORLISTYLE 120 MG 30 CAP,اورليستايل 120 مجم 30 كبسول
3098,56.0,AMIGRAWEST 2.50 MG 4 TAB,اميجراويست 2.5 مجم 4 قرص
2167,35.0,KEFLEX 500 MG 12 CAP,كيفليكس 500 مجم 12 كبسول
3099,9.0,URICOL 6 SACHETS,يوريكول فوار 6 كيس
2168,124.5,INHIBAMET 12.5/1000 MG 30 TAB,انهيباميت 12.5/1000 مجم 30 قرص
3100,154.0,MICTONORM 15 MG 28 TAB,ميكتونورم 15 مجم 28 قرص
2169,120.0,SUPLFECT 30 CAP,سبلفكت 30 كبسول
3101,349.0,HERO BABY NUTRASENSE 2 400 GM,هيرو بيبي نيوتراسينس 2 لبن 400 جم
3102,11.25,SODIUM CHLORIDE INFUSION .90 % 1 500 ML,صوديوم بيكربونات محلول وريد 0.9% 500 مل اوتسوكا
3103,54.0,GEMIONCE 320 MG 5 TAB,جيميوانس 320 مجم 5 قرص
2172,102.0,GABALEPSY 300 MG 30 CAP,جاباليبسي 300 مجم 30 كبسولة
3104,1.0,13,37
2173,675.0,HYALUBRIX 30 MG/2 ML INTRA-ARTICULAR PREFILLED SYRINGE,هيالوبريكس 1 امبول
3105,69.0,BACTIRIX 1.5 GM I.M./I.V. VIAL,باكتيريكس 1.5 جم فيال عضل أو وريد
2174,13.0,BRONCHTEC SYRUP 120 ML,برونكوتك شراب 120 مل
3106,12.5,FARCOTILIUM 1 MG/ML SUSP. 120 ML,فاركوتيليام 1 مجم / مل شراب معلق 120 مل
2175,35.0,RUBALGINE 15%CREAM 20 GM,روبالجين 15 % كريم 20 جم
3107,369.0,RESOURCE JUNIOR POWDER 400 GM,ريسورس جونيور بودرة فانيليا 400 جم
3108,92.5,TRENCEDIA 550 MG 10 TAB,ترينسيديا 550 مجم 10 قرص
3109,18.0,RHINEX INFANT 0.05% NASAL DROPS 10 ML,رينكس 0.05% نقط أنف للاطفال 10 مل
2178,37.75,VANCOBACT V.IV 500 MG 1,فانكوباكت محلول وريد 500 مجم فيال
3110,147.0,BEDREMINE 100 MG 30 TAB,بيدريمين 100 مجم 30 قرص
2179,49.5,TARGOFLOXIN 750 MG 5 TAB,تارجوفلوكسين 750 مجم 5 قرص
3111,218.5,SOLIAN 200 MG 30 TAB,سوليان 200 مجم 30 قرص
2180,220.0,SEROPIPE HAIR SPRAY 200 ML,سيروبايب سبراي للشعر 200 مل
3112,59.0,EFALEX 30 CAP,ايفاليكس 30 كبسول
2181,160.0,ISOMODERN INHA.SOLUT. 100 % 1 100,أيزوموديرن بخاخ 100 مل
3113,350.0,MSUD ANAMIX POWD. 1 400 G,ام س يو د انيماكس 400 جم
2182,101.5,LEVOPHRINE A.IV INFUS. 1 MG /ML 5 4,ليفوفيرين وريد 1 مجم/مل 5 فيال
3114,24.0,SALBOVENT SYRUP 120 ML,سالبوفنت 2 مجم /5 مل شراب 120 مل
2183,1400.0,OXALIPLATINE V.IV DRY 100 MG 1,اوكساليبلاتين  100 ميلان
3115,34.0,HERO BABY FOOD MIXED FRUITS JAR 125 GM,هيرو فواكه مشكلة برطمان 125 جرام
3116,17.0,SOLVIMYST 100 MG/5ML SYRUP 120 ML,سولفيميست 100مجم / 5 مل شراب 120 مل
2185,51.0,BUSCOPAN 20 MG/ML 6 AMP.,بسكوبان 20مجم/مل 6 امبول
3117,364.0,ZOFRAN 8 MG 10 TAB,زوفران 8 مجم 10 قرص
3118,98.0,LISTERINE COOL MINT MOUTH WASH 250 ML,ليسترين مضمضة كول منت 250 مل
2187,303.0,MELLITOFIX 25 MG 30 TAB,ميليتوفكس 25 مجم 30 قرص
3119,76.0,VECOVARTEC PLUS 40/12.5 MG 21 TAB,فيكوفارتيك بلس 40 / 12.5 مجم 21 قرص
2188,100.0,AMEROPEM 500 GM I.V. VIAL,اميروبيم 500 مجم فيال وريد
3120,9.0,TRIOCEPT 21 TAB-OLD,ترايوسيبت 21 أقراص
2189,33.0,ALZENTAL 200 MG 6 TAB,الزنتال 200 مجم 6 قرص
3121,33.0,MOXIFLOX 0.5% EYE DROPS 5 ML,موكسيفلوكس 0.5 % قطرة عين 5 مل
2190,9739.0,CYRAMZA VIAL IV 100 MG 1 10 ML,سيرامزا حقن 100 مجم 10 مل ثلاجة
3122,49.0,E MOXCLAV 228.5MG SUSP. 75 ML,ايموكسكلاف 228.5 مجم / 5 مل شراب معلق 75 مل
2191,194.0,CARDURA XL 4 MG 28 TAB,كاردورا اكس ال 4 مجم 28 قرص
3123,195.0,OLIPTINA 25 MG 30 TAB,اوليبتينا 25 مجم 30 قرص
2192,81.0,PLENDIL 5 MG 30 TAB,بلينديل 5 مجم 30 قرص
3124,97.5,VOXAZOLDIN 600 MG 10 TAB,فوكسازولدين 600 مجم 10 قرص
2193,315.0,PRE NAN MILK 400 GM,برى نان لبن 400 جم
3125,70.0,STOMIGAS 40MG/1100 MG 20 CAP,ستوميجاز 40/1100مجم 20 كبسول
2194,248.0,LEVITRA 20 MG 4 TAB,ليفترا 20 مجم 4 قرص
3126,925.0,SUPER NATURAL GEL SILVER 1 118 ML,سوبر ناتشورال سيلفر جيل
2195,120.0,ARIPIPREX 10 MG 30 TAB,اريببركس 10 مجم 30 قرص
3127,84.0,BISOCARD 10 MG 30 TAB,بيزوكارد 10 مجم 30 قرص
3128,15.0,C VITON 500 MG 20 TAB,ج فيتون 500 مجم 20 أقراص
3129,22.0,BISTOL 5 MG 20 TAB,بيستول 5 مجم 20 قرص
2198,20.0,NOREPINEPHRINE AMP.IV INF 4 MG 1 4 ML,نوريبينفرين محلول وريد 4 مجم 4 مل امبول
3130,27.5,EPICOCILLIN 500 MG 16 CAP,ابيكوسيللين 500 مجم 16 كبسول
2199,144.0,LINEZOX 600 MG 14 TAB,لينيزوكس 600 مجم 14 قرص
2200,43.0,CEFIXIME 100 MG/5 ML SUSP. 30ML,سيفيكسيم 100مجم/5مل شراب معلق 30 مل
3132,51.0,DOLCYL 4 MG 30 TAB,دولسيل 4 مجم 30 قرص
2201,125.0,DIFLUCAN 50 MG 7 CAP,ديفلوكان 50 مجم 7 كبسول
3133,36.0,STIMULAN 800 MG 30 TAB,ستيميولان 800 مجم 30 قرص
2202,60.0,CERELAC WHEAT WITH MILK 250 GM,سيريلاك قمح مع اللبن 250 جم
3134,104.0,AVEROBIOS 642.9 MG/5 ML SUSP. 60 ML,افيروبايوز 642.9مجم/5مل شراب معلق 60 مل
3135,72.0,PEDICORT FORTE 15 MG/ 5 ML SYRUP 100 ML,بديكورت فورت 15 مجم / 5 مل شراب 100 مل
2204,63.0,CELEBREX 100 MG 10 CAP,سليبريكس 100 مجم 10 كبسولة
3136,200.0,DAPAVELDACTIN PLUS 5MG/1000 MG 28 TAB,دابافيلداكتين بلس 5/1000 مجم 28 قرص
2205,35.0,RESPIFLOX VIAL INFUS 5 MG /ML 1 10,ريسبيفلوكس 100 مل فيال وريدى
3137,89.0,MIRTOFUTAL 30 MG 20 TAB,ميرتوفيوتال 30 مجم 20 قرص
2206,390.0,ORGOROXABAN 20 MG 30 TAB,اورجوروكسابان 20 مجم 30 قرص
3138,5200.0,TEMODAL CAPS 250 MG 5,تيمودال 250 مج 5 كبسول
2207,93.0,SHALGATEN 400 MG 30 CAP,شالجاتين 400 مجم 30 كبسول
3139,3.0,DEXTROMETHORPH.HBR SYRUP 10 MG /5ML 1 120 M,ديكستروميثورف 10 مجم شراب
2208,15.6,LAMISIL 1%TOPICAL CREAM 15 GM,لاميزيل 1% كريم 15 جم
3140,35.0,NEURAZINE 100 MG 20 TAB,نيورازين 100مجم 20 قرص
2209,34.0,HISTAZINE SYRUP MG 100 ML,هيستازين-1 0.1 % شراب 100 مل
3141,135.5,DAPAGLIF 10 MG 14 TAB,داباجليف 10 مجم 14 قرص
2210,31.5,DAFREX 15 TAB,دافركس 15 قرص
3142,9.0,ZINCORHEA 20 MG/5ML SYRUP 80 ML,زنكوريا 20مجم/5مل شراب 80 مل
2211,8.0,LOCASTEN 1% SOLUTION 20 ML,لوكاستن 1 % محلول 20 مل
3143,13.0,ENRICH PLUS 14 CAP,انريتش بلس 14 كبسول
2212,120.0,SANSOCOD 150 MG SYRUP 200 ML,سانسو كود شراب 200 مل
3144,10.5,AMBROXOL 7.5MG/ML ORAL DROPS 15 ML,امبروكسول 7.5مجم/مل نقط بالفم 15 مل
3145,15.0,EMETREX-N 37.55 MG/ML I.M./I.V. 3 AMP.,اميتركس 3 امبول 1 مل
2214,120.0,OROVEX-H MOUTH WASH 150 ML,اوروفكس اتش مضمضة 150 مل
3146,24.0,OLFEN LAC 50 MG 20 TAB,اولفين 50 مجم 20 قرص
2215,1400.0,OXAPLATIN V.IV. INFUS. 100 MG 1 20,اوكسابلاتين 100 مجم 1 فيال 20 مل
4409,150.0,SIFROL 0.18 MG 30 TAB,سيفرول 0.25 مج 30 قرص
3147,303.0,IVOGLITA 300 MG 30 TAB,ايفوجليتا 300 مجم 30 قرص
2216,25.0,CALAMYL-D LOTION 1 120 ML,كالاميل -د120 لوسيون
3148,40.0,STATUKAST 4 MG 10 SACHETS,ستاتوكاست 4 مجم 10 كيس
2217,58.0,EXTRAUMA DNA FORTE GEL 40 GM,اكستروما فورت جيل 40 جم
3149,54.0,IMODIUM 2 MG 6 CAP,ايموديوم 2 مجم 6 قرص
2218,285.2,ONETOUCH STRIPS SELEC 50,شرائط اختبار وان تاتش سيليكت 50 شريط
3150,140.0,EPIMIRAFLU 75 MG 10 CAP,ابيميرافلو 75 مجم 10 كبسول
2219,54.0,CONA-ADIONE 10 MG 30 CHEWABLE TAB,كوناديون 10 مجم 30 قرص مضغ
3151,290.0,LASCAR GEL 60 GM,لاسكار جيل 60 جم
2220,59.0,SORAL 20 MG 20 CAP,سورال 20 مجم 20 كبسولة
3152,39.0,CONVIBAN 25 MG 30 TAB,كونفيبان 25 مجم 30 قرص
2221,371.0,HYALGAN 20 MG/2 ML INTRA-ARTICULAR PREFILLED SYRINGE,هيالجان سرنجة 2 مللى
3153,103.0,NASOSPECTRA 125/50 MCG NASAL SPRAY 120 DOSE,نازوبيكترا 125/50 مكجم بخاخ بالأنف 120 جرعة
2222,130.0,LIPITRIN 10 MG/20 14 TAB,ليبيترين 10/20مجم 14 قرص
3154,6441.0,SIMULECT VIAL 20 MG 1,سيميوليكت 20 مجم فيال
3155,152.0,MICARDIS 80 MG 28 TAB,ميكارديس 80 مجم 28 قرص
2224,36.0,NEUROBION I.M 6 AMP.,نيوروروبين 6 امبول
3156,55.0,CONTRAHISTADIN 20 MG 20 TAB,كونتراهيستادين 20 مجم 20 قرص
2225,203.0,GONAL-F 75 I.U. PEN,جونال-اف 75 وحدة دولية قلم للحقن
3157,8.0,PARACETAMOL-CID 500 MG 20 TAB,باراسيتامول-سيد 500 مجم 20 قرص
2226,54.0,APEXIDONE 1 MG 20 TAB,ابيكسيدون 1 مجم 20 قرص
3158,99.0,AUGMENTIN 156 MG/5 ML SUSP. 80 ML,اوجمنتين 156مجم/5مل شراب معلق 80 مل
3159,65.0,LAMIDINE 150 MG 10 TAB,لاميدين 150 مجم 10 قرص
2228,195.0,DONHIMER 5 MG 30 TAB,دونهايمر 5 مجم 30 قرص
3160,32.0,TRIAMERICAN VIAL DRY IM 500 MG 1,تريامريكان 500 مجم 1 فيال عضل + ليدوكايي
2229,40.0,CANDY LOZS ORANGE 24,كاندى بالبرتقال 24 قرص
3161,11.0,AZATRIBACT SUSP.ORA.DRY 200 MG 1 5,ازاترياباكت 200 مجم معلق شراب
2230,40.0,PENTASA TABS 500 MG 10,بنتاسا 500 مجم 10 قرص
3162,75.0,RELAX CREAM 50 GM,ريلاكس مساج كريم 50 جم
2231,60.0,RISPERIDONE 3 MG 30 TAB,ريسبريدون 3 مجم 30 قرص
3163,237.0,S-26 PROMIL GOLD MILK 800 GM,اس26- بروميل جولد 800جم
2232,23.4,BETOPTIC 5MG/ML EYE DROPS 5 ML	,بيتوبتيك 5مجم/مل قطرة عين 5 مل
3164,170.0,VAXATO FILM C.TABS 10 MG 10,فاكساتو 10 مجم 10 اقراص
2233,118.5,DONIFOXATE 80 MG 30 TAB,دونيفوكسات 80 مجم 30 قرص
3165,197.0,TREXOZOLA 2.50 MG 10 TAB,تريكسوزولا 2.5 مجم 10 قرص
2234,27.0,NAVOPROXIN PLUS 21 TAB,نافوبروكسين بلس 20 قرص
2235,211.0,DAIVOBET TOPICAL OINT. 15 GM,دايفوبيت مرهم 15 جم
3167,3454.0,CUROSURF VIAL 80 MG /ML 1 3 ML,كيوروسيرف 3 مللى فيال ثلاجة
2236,70.0,MOSEDIN 10 MG 20 TAB,موسيدين 10 مجم 20 قرص
3168,134.5,NEUROTOP 300 MG 100 TAB,نيوروتوب ريتارد 300 مجم 100 قرص
2237,300.0,D.DEP 10.000 I.U. 30 CAP CAP,دي.ديب 10.000 وحدة دولية 30 كبسول
3169,434.0,PENTASA 1 GM 28 SUPP.,بنتازا 1 جم 28 قمع
2238,350.0,PHYSIOMER STRONG JET NASAL SPRAY 210 ML,فيسيومير سترونج جيت بخاخ بالأنف 210 مل
3170,26.0,SILVIRBURN 1%CREAM 30 GM,سيلفربيرن 1 % كريم 30 جم
2239,234.0,QUETIAPINE 200 MG 30 TAB,كويتيابين 200 مجم 30 قرص
3171,50.0,HIDRASEC CHILDREN 30 MG 16 SACHET,هيدراسيك أطفال 30 مجم 16 كيس
2240,159.0,RAMIXOLE 1 MG 30 TAB,راميكسول 1 مجم 30 قرص
3172,26.0,ADRENAMAX AMP. 10 1 ML,أدريناماكس أمبول
2241,30.0,SANSOVIT SYRUP 200 ML,سانسوفيت كالسيوم شراب 200 مل
3173,60.0,CERELAC HONEY WITH MILK 125 GM,سيريلاك حديد عسل و لبن 125 جرام
2242,12.5,MARVIT SYRUP 100 ML,مارفيت شراب 100 مل
3174,38.5,CERELAC IRON + POW.FRT+MILK 1 250 G,سيريلاك حديد 3 فواكه و لبن 250 جرام
2243,75.0,CLACIMA CHEW.CHO. 30,كالسيما 30 اقراص مضغ
3175,7000.0,HALAVEN V.IV 1 MG /ML 1 2 ML,هالافين 1 فيال 2 مل وريدى
3176,72.0,HYPOLACT 0.5 MG 2 TAB,هايبولاكت 0.5 مجم 2 قرص
2245,44.75,SUPER OMEGA 20 CAP,سوبر اوميجا 20 كبسول
3177,56.0,SERLIFT 100 MG 10 TAB,سيرليفت 100 مجم 10 اقراص
2246,1.0,2,59
3178,42.0,NO GRAVIDA 12 VAGINAL SUPP.,نوجرافيدا 12 قمع مهبلي
2247,11.5,BETADERM 0.1% TOPICAL OINT. 15 GM,بيتاديرم 0.1% مرهم 15 جم
3179,14.5,EIPICOPHYLLINE SYRUP 125 ML,ابيكوفيللين شراب 125 مل
2248,55.0,DICETEL 100 MG 20 TAB,ديسيتيل 100 مجم 20 قرص
3180,155.0,REGO HAIR CREAM 100 GM,ريجو كريم للشعر 100 جم
2249,190.0,RISPERDAL 2 MG 20 TAB,ريسبيردال 2 مجم 20 قرص
3181,19.5,BRONCHOPRO 15 MG/5 ML SYRUP 100 ML,برونكوبرو 7.5مجم/مل نقط بالفم 30 مل
2250,101.0,TRITACE PROTECT 10 MG 20 TAB,تريتاس بروتكت 10 مجم 20 قرص
3182,170.0,MENTOPLEX 20 CAP,منتوبلكس 20 كبسول
2251,29.0,TRIXOMASH 1 GM I.M VIAL,تريكسوماش 1 جم فيال عضل
3183,229.0,ALOEKITA DS DA SHAMPOO 250 ML,الوكيتا دى اس شامبو 250 مل
2252,92.0,LUCIDRIL 250 MG 20 TAB,لوسيدريل 250مجماقراص
2253,90.0,DOWNSTEROLIN 10MG/20 MG 28 TAB,داونستيرولين 10/20 مجم 28 قرص
3185,130.0,MR BEAR PLUS ORANGE SYRUP 160 ML,مستر بير بلس برتقال شراب 160 مل
2254,70.0,DESA 5 MG 20 TAB,ديسا 5 مجم 20 قرص
3186,53.0,URGINAFECT 5 MG 20 TAB,ارجينافيكت 5 مجم 20 قرص
2255,15.0,MOXIPEN 500 MG 12 CAP,موكسيبن 500 مجم 12 كبسول
3187,75.0,LEGALON 140 MG 30 TAB,ليجالون 140 مجم 30 كبسولة
2256,179.0,LIPITOR 80 MG 14 TAB,ليبيتور 80 مجم 14 قرص
3188,108.0,LEVOTAVIN 750 MG 7 TAB,ليفوتافين 750 مجم 7 قرص
2257,64.5,NITAZODE 500 MG 18 TAB,نيتازود 500 مجم 18 قرص
3189,48.0,HIDERM LOTION 100 ML,هاى ديرم لوسيون 100 مل
2258,50.0,ALVEOLIN-P SYRUP 100 ML,الفيولين-بى شراب 100 مل
3190,212.5,HUMULIN R 100 I.U./ML 5 CARTRIDGE,هيمولين آر 100 وحدة دولية 5 خرطوش
2259,63.0,TRITACE MAX 10/25 MG 10 TAB,تريتاس ماكس 10/25مجم 10 قرص
3191,57.0,PROTOLANS 30 MG 14 CAP,بروتولانز 30 مجم 14 كبسولة
2260,120.0,TEBOFORTIN 40 MG 30 TAB,تيبوفورتين 40 مجم 30 قرص
3192,150.0,PROPOFOL V.IV LIPURO 1 MG 5 1 ML,بروبوفول وريد %1 5 امبول
2261,320.0,ECTONEX KIDS NASAL SPRAY 20 ML,اكتونيكس بخاخ بالأنف للأطفال 20 مل
3193,12.0,HOSTACORTIN 5 MG 30 TAB,هوستاكورتين 5 مجم 30 قرص
2262,24.0,STOPADOL 500 MG 20 CAP,ستوبادول 500 مجم 20 كبسول
3194,210.0,INHIGLIP 25 MG 30 TAB,انهيجليب 25 مجم 30 قرص
3195,199.0,ALOEKITA SHAMPOO 200 ML,الوكيتا شامبو 200 مل
2264,50.0,NATRY SOAP 100 GM,ناتري صابون 100 جم
3196,8.0,RAPIFLAM 50 MG 10 TAB,رابيفلام 50 مجم 10 قرص
2265,39.0,GUAVA SYRUP 120 ML,جوافة شراب 120 مل
3197,400.0,SANSO COLLAGEN FIT MANGO SYRUP 325 ML,سانسو كولاجين فيت شراب 315 مل
2266,33.6,SERVIFLOX 500 MG 10 TAB,سيرفيفلوكس 500 مجم 10 قرص
3198,116.0,DIBAVALLY 50 MG 28 TAB,ديبافالي 50 مجم 28 قرص
2267,99.0,IROFERIN 30 CAP,ايروفيرين 30 كبسولة
3199,290.0,ALPHAVIM 600 20 CAP,الفافيم 600 مجم 20 قرص
3200,580.0,OXALIPLATIN V.IV INFUS. 50 MG 1 10 M,اوكساليبلاتين 50 مج 
2269,180.0,TADANERFI 5 MG 20 O.D.F,تادانيرفي 5 مجم 20 فيلم سريع الذوبان بالفم
3201,85.0,STARVILLE ACNE PRONE CREAM 60 GM,ستارفيل كريم لحب الشباب 60 جم
2270,17.25,CUTIVATE 0.05%CREAM 15 GM,كيوتيفيت 0.05% كريم 15 جم
3202,135.0,CERELAC 3 FRUITS WITH MILK 500 GM,سيريلا ك حديد+3فواكه مع لبن 500 جم
2271,48.0,BIOMED C 20 CAP,بايوميد-سى 20 كبسولة
3203,50.0,FERROTRON CHILDREN 10 SACHET,فيروترون أطفال 10 كيس
3204,37.0,MEPAFURAN 100 MG 20 CAP,ميبافيوران 100 مجم 20 كبسول
3205,145.0,COREGA ULTRA MINT DENTURE FIXATIVE CREAM 40 GM,كوريجا كريم الترا نعناع
2274,44.0,PROTOLOC 20 MG 14 TAB,بروتولوك 20 مجم 14 قرص
3206,14.0,PARACETAMOL-ADCO 500 MG 20 TAB,باراسيتامول-ادكو 500 مجم 20 قرص
2275,50.0,AFTER-MEALS 150 MG 20 CAP,افتر ميلز 20 كبسولة
3207,50.0,LATANOSWIX 50MCG/ML EYE DROPS 2.5 ML	,لاتانوسويكس 50مكجم/مل قطرة عين 2.5 مل
2276,300.0,NAN LF MILK 400 GM,نان ال اف لبن 400 جم
3208,13.2,TERBIN 1%SPRAY 30 ML,تيربن 1% بخاخ 30 مل
2277,55.0,CLARINASE 14 TAB,كلارينيز 14 قرص
2278,91.0,SYCOCETAM 100 MG / ML ORAL SOLUTION 120 ML,سيكوسيتام 100مجم/5مل شراب 120 مل
2279,75.0,GRIPE WATER BAMBIN SYRUP 120 ML,ماء غريب بامبينو شراب 120 مل
3211,50.0,FITT-BAR SOAP 100 GM,فيت بار صابون 100 جم
2280,800.0,TAXOTERE VIAL 20 MG 1 2 ML,تاكسوتيرى 20 مجم / 1 مل 1 فيال
3212,1.0,3,36
2281,330.0,NAUSETRON VIAL IV .05 MG /ML 1 1.5,نوزيترون 0.5 مجم 1 فيال
3213,47.0,AUGMENTIN DUO 228 MG/5 ML SUSP. 70 ML,اوجمنتين ديو 228مجم/5مل شراب معلق 70مل
2282,28.5,LOPRECOUGH SYRUP 100 ML,لوبريكاف شراب 100 مل
3214,35.5,CURISAFE 500 MG/5 ML SUSP. 60 ML,كيوريسيف 500مجم/5مل شراب معلق 60 مل
2283,35.0,CALCIFOLINON 50 MG/5 ML I.M./I.V. VIAL,كالسيفولينون 50 مجم / 5 مل فيال
3215,49.5,APEXIDONE 0.5 MG 30 TAB,ابيكسيدون 0.5 مجم 30 قرص
2284,350.0,BETADINE SOLUT SURGI 7.50 % 1 4 L,بيتادين منظف جراحى 4لتر
3216,35.0,OLAZINE 10 MG 7 TAB,اولازين 10 مجم 7 قرص
2285,135.0,GRALIPENTIN XR 300 MG 30 TAB,جراليبنتين اكس آر 300 مجم 30 قرص
3217,182.0,DOXORUBICIN VIAL 50 MG 1 25 ML,دوكسوروبيسين 50 مجم 25 مل فيال
2286,7362.0,OZURDEX IMPLANT INJ 700 Y 1,اوزورديكس 7.مجم زرعة عين
3218,120.6,ATRACURIUM AMP. 50 MG 1 5 ML,اتراكوريوم 0.5 مجم 3 ما 1 امبول
2287,250.0,FREESTYLE LITE TEST STRIPS 50,فري ستايل شرائط سكر 50 شريط
3219,195.0,IMMUGUARD 14 SACHETS,اميوجارد 14 كيس
3220,230.0,PREXAL CAPLE 5 MG 30 TAB,بريكسال 5 مجم 30 قرص
3221,105.0,HYZAAR 12.5 MG/100 14 TAB,هيزار 12.5-100 مجم 14 قرص
2290,429.0,SEROQUEL 200 MG 30 TAB,سيروكويل 200 مجم 30 قرص
3222,15.0,T GRAND EYE DROPS .30 % 1 5 ML,تى جراند قطرة 5 مللى
2291,120.0,ASMAKAST PEDIATRIC 5 MG 30 CHEWABLE TAB,ازماكاست 5 مجم 30 قرص مضغ
3223,14.25,SUNNYPIVACAINE AMP.HEAVY 4 % 1 20 ML,صاني بيفاكاين 4% 20 مل امبول
2292,174.25,INEGY 10 MG/10 14 TAB,اينيجي 10/10مجم 14 قرص
3224,235.0,BIOFREEZE ROLL-ON 59 ML,بيوفريز رول-اون 59 مل
2293,49.0,ISOROMYDERM GEL 30 GM,ايزوروميديرم جيل 30 جم
3225,45.0,ORCHINOHIST 0.25% EYE DPS. 3 ML,اوركينوهيست 0.25% قطرة عين 3 مل
2294,27.0,CLAFORAN 500 MG I.M/I.V. VIAL,كلافوران 500 مجم فيال
3226,76.5,TREATOCANDIVAG 2%VAGINAL CREAM 15 GM,تريتوكانديفاج 2 % كريم مهبلي 15 جم
3227,4.5,ALLERGEX CREAM 1.50 % 20 GM,الليرجكس كريم 20 جم
2296,100.0,X-TENSION 150 MG 28 TAB,اكس تينشن 150 مجم 28 قرص
3228,399.0,RHOPHYLAC PREF.SYRINGE 300 Y /2ML,روفيلاك 300  امبول
2297,637.0,NOVOMIX 50 100 I.U./ ML 5 FLEXPEN,نوفومكس 50 - 5 قلم
3229,63.0,ESOMELODAN 20 MG 20 TAB,ايزوميلودان 20 مجم 20 قرص
2298,366.0,APIXATRACK 5 MG 30 TAB,ابيكساتراك 5 مجم 30 قرص
3230,79.5,FINASTURA 5 MG 30 TAB,فيناستيورا 5 مجم 30 قرص
2299,11.25,GLUCOSE INFUS BOT C 5 % 1 500 ML EPICO,جلوكوز كاب محلول وريد 5% 500 مل (ابيكو)
3231,105.0,ROYAL CARE 20 CAP,رويال كير 20 كبسولة
3232,79.0,MOXACIN 400 MG 5 TAB,موكساسين 400 مجم 5 قرص
2301,238.0,TUDASIDONE 40 MG 20 TAB,توداسيدون 40 مجم 20 قرص
3233,53.0,KAST 5 MG 14 CHEWABLE TAB,كاست 5 مجم 14 قرص مضغ
3234,55.5,LEVECTAM 1 G 10 TAB,ليفيكتام 1000 مجم 10 قرص
2303,16.0,AMPIFLUX 500 MG 12 CAP,امبيفلوكس 500مجم 12 كبسولة
3235,368.0,DAPAVELDACTIN 10 MG 28 TAB,دابافيلداكتين 10 مجم 28 قرص
2304,90.0,PANTOPRAZOLE 40 MG 14 TAB,بانتوبرازول 40 مجم 14 قرص
2305,315.0,SWISSLAC 2 MILK 400 GM,سويسلاك بريميم 2 لبن 400 جم
3237,102.0,SERPASS 50 MG 30 TAB,سيرباس 50 مجم 30 قرص
2306,9.0,CONA-ADIONE 10 MG 10 CHEWABLE TAB,كوناديون 10 مجم 10 اقراص
3238,8.5,ORCHATEARS PLUS 50MG/ML EYE DROPS 15 ML,اوركاتيرز بلس قطرة عين 15 مل
2307,137.0,RISPERDAL 1 MG / ML ORAL SOLUTION 30 ML,ريسبيردال 1 مجم / مل شراب 30 مل
3239,106.0,ADVOCHOL 10 MG 28 TAB,ادفوكول 10 مجم 28 قرص
2308,16.5,FLUCAMOX 1 GM I.M/I.V VIAL,فلوكاموكس 1 جم فيال
2309,60.0,ESMORAP 40 MG VIAL.,ازموراب 40 مجم 1 فيال
3241,85.0,NALFIN AMP. 20 MG 10 1 ML,نالوفين 20 مجم 1 مل 10 امبول
2310,13.0,NORMAL SALINE SOLU.INFUS R .90 % 1 500,ملح 0.9%  500 سم النيل
3242,39.75,I CARE 14 CAP,اي-كير 14 كبسول
2311,439.5,BRINTELLIX 20 MG 14 TAB,برينتيليكس 20 مجم 14 قرص
3243,45.0,TIMBESTATIN 10MG/20 MG 7 TAB,تيمبيستاتين 10/20مجم 7 قرص
2312,21.0,MEDEXAFLAM 15 MG/1.5 ML 3 AMP.,ميديكسافلام 15 مجم / 1.5 مل 3 امبول
3244,14.5,NEO-POL EYE/EAR DROP 10 ML,نيوبول قطرة عين/أذن 10 مل
2313,400.0,ACICLOVIR V.IV 500 MG 5 10 ML,اسيكلوفير حقن 500 مجم 5 فيال ميلان
3245,92.0,MAXDINIR 250 MG SUSP. 60 ML,ماكسدينير 250 مجم / 5 مل معلق 60 مل
3246,120.0,INHIBAMET 12.5/500 MG 30 TAB,انهيباميت 12.5/500 مجم 30 قرص
